class,softmax_output,set
0,[0.9937366  0.00626334],
0,[0.97072    0.02928001],
0,[0.94566274 0.05433728],
0,[0.9961809  0.00381916],
0,[0.9969067  0.00309324],
0,[0.9911885  0.00881144],
1,[0.0359883  0.96401167],
0,[0.99644107 0.00355889],
0,[9.994947e-01 5.052636e-04],
0,[9.9901426e-01 9.8567386e-04],
0,[0.99585766 0.00414236],
0,[0.97784334 0.02215662],
0,[0.99891686 0.00108314],
0,[0.9989052  0.00109479],
0,[0.99058187 0.00941808],
0,[0.9956774  0.00432256],
0,[0.9804708  0.01952923],
0,[9.990741e-01 9.258368e-04],
0,[0.8037957  0.19620435],
0,[0.9881223  0.01187766],
0,[0.99093974 0.00906032],
0,[0.9929565  0.00704347],
0,[9.9903476e-01 9.6520077e-04],
1,[0.00364753 0.99635243],
0,[0.9976318  0.00236821],
0,[0.9973953  0.00260472],
0,[0.97863525 0.02136478],
0,[0.98655206 0.0134479 ],
0,[9.9963796e-01 3.6203707e-04],
0,[0.9672415  0.03275844],
0,[0.34020886 0.6597911 ],
0,[0.9949308  0.00506916],
0,[0.9963651  0.00363488],
0,[0.88464874 0.11535129],
0,[0.962782   0.03721798],
0,[0.9735527  0.02644731],
0,[9.9918038e-01 8.1957737e-04],
0,[0.99330115 0.00669884],
0,[0.14407863 0.8559214 ],
0,[0.9980578  0.00194217],
0,[9.992310e-01 7.690706e-04],
0,[0.997971   0.00202904],
0,[0.9984195  0.00158044],
0,[0.9472966 0.0527034],
0,[0.99828786 0.00171212],
0,[0.8897263 0.1102737],
0,[0.9899935  0.01000648],
0,[0.9088822  0.09111781],
0,[0.61752814 0.38247186],
0,[0.98140854 0.01859153],
0,[0.9958616  0.00413844],
0,[0.9923293  0.00767071],
0,[0.99273235 0.00726767],
0,[0.9917692  0.00823085],
0,[0.9954881  0.00451191],
0,[0.99828833 0.00171163],
1,[0.00339893 0.996601  ],
0,[0.9983537  0.00164628],
0,[0.9908494  0.00915065],
0,[0.98671025 0.01328973],
0,[0.9987317  0.00126836],
0,[0.9980453  0.00195471],
0,[0.9818186 0.0181814],
0,[0.98875076 0.01124927],
1,[0.01888533 0.9811147 ],
0,[0.6852204  0.31477958],
0,[0.99692696 0.00307304],
0,[0.9020794  0.09792059],
0,[0.99783415 0.00216587],
0,[0.9943737  0.00562633],
0,[9.9996662e-01 3.3379532e-05],
0,[0.9895168  0.01048317],
0,[0.95988315 0.04011682],
0,[0.9990004 0.0009996],
0,[0.9696591  0.03034089],
0,[0.91223407 0.08776592],
0,[0.9880157  0.01198435],
1,[0.00878062 0.99121934],
0,[0.76623315 0.23376682],
0,[0.6100324 0.3899676],
0,[0.99892455 0.00107539],
1,[0.00112148 0.99887854],
0,[0.9980952  0.00190475],
0,[0.91338366 0.08661629],
0,[0.99816424 0.00183582],
1,[0.00895465 0.9910453 ],
0,[9.9913150e-01 8.6852367e-04],
0,[0.9450179  0.05498214],
0,[0.9985984  0.00140165],
0,[0.9766807  0.02331924],
0,[0.5179869  0.48201314],
0,[0.1399834 0.8600166],
0,[0.98759544 0.01240455],
0,[0.9874187  0.01258124],
0,[0.9765875  0.02341259],
0,[9.996331e-01 3.668692e-04],
0,[0.9885571  0.01144291],
0,[0.98937196 0.01062805],
0,[9.9951065e-01 4.8940774e-04],
0,[0.56400615 0.43599382],
0,[0.9675281  0.03247192],
0,[0.9967533  0.00324672],
0,[0.98554987 0.01445012],
0,[0.997823 0.002177],
0,[0.98209804 0.01790199],
0,[0.9943153 0.0056847],
1,[0.06142385 0.93857616],
0,[0.9964587  0.00354133],
0,[0.99258476 0.00741518],
0,[9.996555e-01 3.445709e-04],
0,[0.9336562 0.0663438],
0,[0.9923184  0.00768168],
1,[0.00209756 0.9979024 ],
0,[0.9968202  0.00317982],
1,[0.00528481 0.99471515],
0,[0.97345304 0.02654698],
0,[9.9975842e-01 2.4156722e-04],
0,[9.9953341e-01 4.6663542e-04],
0,[0.9963689  0.00363112],
0,[0.99861836 0.00138168],
0,[0.9987122  0.00128786],
0,[0.99153614 0.00846388],
0,[9.9907446e-01 9.2547078e-04],
0,[9.9943906e-01 5.6090805e-04],
0,[0.99872583 0.00127413],
0,[0.9962811  0.00371888],
0,[0.9924981  0.00750193],
0,[9.9968064e-01 3.1933477e-04],
0,[0.97245187 0.02754816],
1,[3.740341e-04 9.996259e-01],
1,[0.05312434 0.94687563],
0,[0.94647694 0.0535231 ],
0,[0.9972485  0.00275147],
0,[9.9961782e-01 3.8219572e-04],
0,[0.990974   0.00902595],
0,[0.97923684 0.02076311],
0,[0.9979336  0.00206644],
0,[9.994790e-01 5.210638e-04],
0,[0.987148   0.01285198],
0,[0.9959122  0.00408778],
0,[0.99866307 0.00133696],
1,[0.00383233 0.9961676 ],
1,[0.00119815 0.9988018 ],
0,[0.9979577  0.00204223],
0,[0.99859077 0.00140922],
0,[0.9858096  0.01419041],
0,[9.994147e-01 5.853491e-04],
0,[0.9906577  0.00934235],
1,[0.08264861 0.9173514 ],
0,[0.9971738  0.00282623],
0,[0.9917584  0.00824155],
0,[0.998459 0.001541],
0,[0.9964818  0.00351821],
0,[0.9985241  0.00147584],
0,[0.99490225 0.00509774],
0,[9.9954909e-01 4.5087523e-04],
0,[0.9400394  0.05996063],
0,[0.950507   0.04949304],
0,[0.9989612  0.00103882],
1,[0.01720955 0.98279047],
0,[0.9744212  0.02557881],
0,[0.81962425 0.18037583],
0,[0.99468565 0.00531434],
0,[0.9988881  0.00111194],
0,[0.9918669  0.00813309],
0,[0.997926   0.00207404],
0,[0.99741745 0.00258251],
0,[9.9938786e-01 6.1217177e-04],
0,[0.98570085 0.01429913],
0,[0.97791857 0.02208138],
0,[0.99143386 0.00856615],
0,[0.98933345 0.01066653],
0,[0.9940204  0.00597952],
0,[0.9986935  0.00130651],
0,[0.9978891  0.00211092],
0,[9.9981374e-01 1.8627192e-04],
0,[9.990792e-01 9.207908e-04],
0,[0.9561526  0.04384743],
0,[0.98859847 0.01140154],
0,[0.9753314  0.02466856],
0,[9.9943012e-01 5.6991086e-04],
0,[9.9981672e-01 1.8328635e-04],
0,[0.9963565  0.00364358],
0,[0.9768886  0.02311134],
0,[0.9613692  0.03863074],
0,[0.9915719  0.00842812],
0,[0.9637112  0.03628882],
0,[0.9794257  0.02057423],
0,[0.9770583  0.02294178],
0,[0.9837841  0.01621588],
0,[0.99532324 0.00467676],
0,[0.9918379  0.00816204],
0,[0.9705629  0.02943718],
0,[0.99463 0.00537],
0,[9.994936e-01 5.064257e-04],
0,[0.9980585  0.00194145],
0,[0.9989693  0.00103073],
0,[0.9918292  0.00817075],
0,[9.9906749e-01 9.3249383e-04],
0,[0.98854756 0.01145246],
0,[0.9980768  0.00192317],
0,[0.98076904 0.01923093],
0,[0.9948338  0.00516611],
0,[9.99129e-01 8.70970e-04],
0,[0.9779196  0.02208036],
0,[0.9973348  0.00266514],
0,[0.9963062  0.00369383],
0,[0.99657625 0.00342373],
0,[0.99874425 0.00125567],
0,[0.9985226  0.00147747],
0,[0.99859494 0.001405  ],
0,[0.9742181  0.02578195],
0,[0.959876   0.04012394],
0,[0.99790937 0.00209061],
0,[0.99846137 0.00153867],
0,[0.99889475 0.00110531],
0,[0.02256845 0.9774316 ],
0,[9.9915445e-01 8.4555801e-04],
0,[0.8186578  0.18134217],
0,[0.99790037 0.00209968],
0,[9.9996936e-01 3.0583084e-05],
0,[0.9984571  0.00154287],
0,[0.99251455 0.00748549],
0,[0.9896404  0.01035952],
0,[0.99821967 0.00178033],
0,[0.9259209  0.07407913],
1,[0.0929452  0.90705484],
0,[0.86209387 0.1379061 ],
0,[0.998711   0.00128904],
0,[0.99681157 0.00318848],
0,[0.9987375 0.0012625],
0,[0.9921407  0.00785931],
0,[0.9985941  0.00140585],
0,[0.9822077  0.01779222],
0,[0.9973393 0.0026607],
0,[0.98215586 0.01784416],
0,[0.06596079 0.93403924],
0,[9.9962783e-01 3.7217615e-04],
0,[0.98643005 0.01356991],
0,[0.9765805  0.02341951],
0,[0.942557   0.05744307],
0,[0.99880564 0.00119431],
0,[0.8503423  0.14965774],
0,[0.99771947 0.00228053],
0,[0.99890554 0.00109441],
0,[0.93125093 0.06874904],
0,[0.99889565 0.00110436],
0,[0.65775794 0.34224203],
0,[0.99190265 0.0080974 ],
1,[0.03542526 0.9645748 ],
0,[0.960968 0.039032],
0,[9.9953318e-01 4.6684296e-04],
1,[0.17167003 0.8283299 ],
0,[0.9967699  0.00323013],
0,[0.77346915 0.22653084],
0,[9.994580e-01 5.420395e-04],
0,[0.9872837  0.01271631],
0,[0.9790886  0.02091137],
0,[0.99624133 0.00375872],
0,[0.9982102  0.00178981],
0,[0.9856749  0.01432505],
0,[0.99741083 0.00258914],
0,[9.9959677e-01 4.0329216e-04],
0,[9.994978e-01 5.021715e-04],
0,[0.97819453 0.02180543],
0,[0.9988182 0.0011818],
0,[0.9984781  0.00152189],
0,[0.9958318  0.00416822],
0,[0.9386103  0.06138967],
0,[0.99638283 0.0036171 ],
0,[9.993573e-01 6.427121e-04],
0,[0.99786156 0.00213842],
0,[0.9191672  0.08083272],
0,[0.961791   0.03820899],
0,[0.9948702  0.00512981],
0,[0.9979242  0.00207577],
0,[0.9829691  0.01703096],
0,[0.95860845 0.0413916 ],
0,[0.9381713  0.06182876],
0,[0.988393   0.01160696],
0,[0.8821578  0.11784219],
0,[9.990119e-01 9.881383e-04],
1,[0.05782215 0.94217783],
0,[0.99355596 0.00644404],
0,[9.9965775e-01 3.4225691e-04],
0,[0.99083227 0.00916772],
0,[9.994942e-01 5.058325e-04],
0,[0.99057895 0.00942107],
0,[0.96172005 0.03828   ],
0,[0.97783947 0.02216051],
0,[0.9960337  0.00396631],
0,[0.9989008  0.00109916],
0,[9.9925774e-01 7.4220402e-04],
0,[0.99332315 0.00667685],
0,[0.97426957 0.02573041],
0,[9.990771e-01 9.229023e-04],
0,[0.9945697  0.00543026],
0,[0.99876595 0.00123407],
0,[0.99814653 0.00185347],
0,[0.9981585  0.00184144],
0,[0.99462306 0.005377  ],
0,[0.89527655 0.10472339],
0,[0.9950694  0.00493064],
0,[0.97465706 0.025343  ],
0,[0.9864335  0.01356646],
0,[0.6987019 0.3012981],
0,[0.12944767 0.87055236],
1,[0.0096483  0.99035174],
0,[0.9792225  0.02077757],
0,[0.9569731  0.04302694],
0,[0.9988349  0.00116516],
0,[0.99849856 0.00150143],
0,[0.9703819  0.02961805],
0,[0.9858461 0.0141539],
0,[0.9868966  0.01310338],
0,[9.9955684e-01 4.4312846e-04],
0,[0.99712664 0.00287334],
0,[9.9952102e-01 4.7902775e-04],
0,[0.99365133 0.00634867],
0,[0.9967811  0.00321881],
0,[0.99782026 0.00217975],
0,[0.99682695 0.00317297],
0,[0.9934145  0.00658544],
1,[0.25569564 0.74430436],
0,[0.99888295 0.001117  ],
0,[0.9898887  0.01011133],
0,[0.99477684 0.0052232 ],
0,[0.9912422  0.00875781],
0,[0.984977   0.01502295],
0,[0.9844863  0.01551372],
0,[0.9977985  0.00220151],
0,[0.9932767  0.00672332],
0,[9.9903166e-01 9.6838176e-04],
0,[9.9945444e-01 5.4552790e-04],
0,[9.9938571e-01 6.1429245e-04],
0,[0.99494416 0.00505582],
0,[0.7902823  0.20971769],
0,[0.9986467  0.00135334],
1,[0.05299072 0.94700927],
0,[0.0127047 0.9872953],
0,[0.8258066  0.17419343],
0,[0.9723965 0.0276035],
0,[0.990825   0.00917497],
0,[0.9849841  0.01501593],
0,[0.9981857  0.00181428],
0,[9.9925274e-01 7.4718508e-04],
0,[0.99791294 0.00208705],
0,[9.990164e-01 9.835360e-04],
0,[0.9859365  0.01406353],
0,[0.98794264 0.01205738],
0,[0.8497187  0.15028131],
0,[0.9938957  0.00610432],
0,[0.989806   0.01019401],
0,[9.9940562e-01 5.9439865e-04],
1,[0.18552966 0.81447035],
0,[9.9955779e-01 4.4216088e-04],
0,[0.98890007 0.01109994],
0,[9.992260e-01 7.740076e-04],
0,[0.99397415 0.00602585],
0,[0.99292797 0.00707197],
0,[0.99454474 0.00545527],
0,[0.986747 0.013253],
0,[0.9988605  0.00113951],
0,[0.7622792  0.23772079],
0,[0.94877917 0.05122091],
0,[0.7851349  0.21486509],
0,[0.99847835 0.00152162],
0,[0.9886523 0.0113477],
0,[0.50185835 0.4981416 ],
0,[0.99520385 0.00479611],
0,[0.9279885  0.07201145],
0,[0.94298416 0.05701585],
0,[0.9939481  0.00605183],
0,[0.7854162  0.21458383],
0,[0.99753594 0.00246404],
0,[0.99117076 0.00882931],
0,[0.9890121  0.01098787],
0,[0.9988907  0.00110934],
0,[0.9953896  0.00461037],
0,[0.98301446 0.01698557],
0,[9.9950993e-01 4.9007195e-04],
1,[0.05890504 0.94109493],
0,[0.9241283  0.07587177],
0,[0.9972893  0.00271073],
0,[0.99894017 0.00105982],
0,[0.9866375  0.01336246],
0,[9.992636e-01 7.364092e-04],
0,[0.9979716 0.0020284],
0,[0.99763167 0.00236827],
1,[0.00473607 0.99526393],
0,[0.96656376 0.03343618],
0,[0.9955239 0.0044761],
0,[0.98835886 0.01164108],
0,[0.5510263  0.44897375],
1,[0.0938981 0.9061019],
0,[0.72422755 0.27577248],
0,[0.99676514 0.00323483],
0,[0.9173863  0.08261364],
0,[0.9986737  0.00132629],
0,[9.9945349e-01 5.4645486e-04],
0,[0.99459016 0.0054098 ],
0,[9.9957997e-01 4.2008338e-04],
0,[0.9960259  0.00397406],
0,[0.9847728  0.01522724],
0,[0.9931415 0.0068586],
0,[0.997997   0.00200302],
0,[0.9944096  0.00559036],
0,[9.9981266e-01 1.8739050e-04],
0,[0.984236 0.015764],
0,[0.99549675 0.00450329],
0,[0.9752151  0.02478494],
0,[0.9875026  0.01249742],
0,[0.9807658  0.01923419],
0,[0.9888387  0.01116136],
0,[0.9978806  0.00211945],
0,[9.9997044e-01 2.9597060e-05],
0,[0.9902452  0.00975474],
0,[0.9969478 0.0030522],
0,[0.99605054 0.00394947],
0,[0.99580103 0.00419901],
1,[0.00465984 0.9953401 ],
0,[9.9941409e-01 5.8596255e-04],
0,[0.9882925  0.01170755],
1,[0.0543104  0.94568956],
0,[0.9989649  0.00103514],
0,[0.9829882  0.01701179],
0,[0.9985368  0.00146317],
0,[0.99622464 0.00377535],
0,[9.9963260e-01 3.6735428e-04],
0,[0.9912532  0.00874685],
1,[0.04128684 0.9587132 ],
0,[0.97342527 0.02657475],
0,[0.97704554 0.02295451],
0,[9.9916065e-01 8.3933666e-04],
0,[0.91487205 0.08512801],
0,[0.9367442  0.06325574],
0,[9.992192e-01 7.807907e-04],
0,[0.8571343  0.14286569],
0,[0.9989002  0.00109982],
0,[0.99670357 0.00329638],
0,[0.9443368  0.05566324],
0,[0.9959053  0.00409465],
0,[9.9969590e-01 3.0410517e-04],
0,[0.9975254  0.00247466],
0,[0.97786456 0.02213543],
0,[0.982668   0.01733201],
0,[0.5162072 0.4837928],
0,[0.9982667  0.00173322],
0,[9.9979681e-01 2.0320054e-04],
0,[0.9977888  0.00221121],
0,[0.9935998  0.00640021],
0,[0.99698955 0.00301053],
0,[0.96512556 0.03487447],
0,[0.9967206  0.00327938],
0,[9.996892e-01 3.108570e-04],
0,[0.9446767  0.05532327],
0,[0.99878246 0.00121754],
0,[0.5215426  0.47845736],
1,[0.03384843 0.96615154],
0,[0.9885074  0.01149268],
0,[0.9968315  0.00316856],
0,[0.95403236 0.04596764],
0,[0.99676466 0.00323538],
0,[0.90676224 0.09323773],
0,[9.9955982e-01 4.4015373e-04],
1,[0.02951818 0.9704818 ],
0,[9.9962735e-01 3.7258721e-04],
1,[0.0156198  0.98438025],
0,[9.9952090e-01 4.7905487e-04],
0,[0.9715991  0.02840089],
0,[0.9907837 0.0092163],
0,[0.982895   0.01710494],
0,[0.9919607  0.00803926],
0,[0.85299075 0.14700922],
0,[0.9979558  0.00204423],
0,[9.991217e-01 8.782629e-04],
0,[0.9968432 0.0031568],
0,[0.9918854  0.00811462],
0,[9.993036e-01 6.964692e-04],
0,[0.30869967 0.69130033],
0,[9.9953175e-01 4.6827248e-04],
0,[0.99142903 0.0085709 ],
0,[0.99495006 0.00504996],
0,[0.9861692  0.01383082],
0,[0.9974957  0.00250425],
0,[0.935464 0.064536],
0,[0.9982527  0.00174735],
0,[0.9880304 0.0119696],
0,[0.76346457 0.23653549],
0,[0.97854805 0.0214519 ],
0,[0.9948592  0.00514085],
0,[0.91765827 0.08234175],
0,[0.9930131  0.00698698],
0,[0.79159766 0.20840238],
0,[0.993891   0.00610905],
0,[0.8925708  0.10742915],
0,[0.97028786 0.02971219],
0,[0.9043202  0.09567985],
0,[0.9904607  0.00953928],
0,[0.9874072  0.01259278],
0,[9.9975854e-01 2.4149676e-04],
0,[9.9913484e-01 8.6513808e-04],
0,[0.97011805 0.02988196],
0,[0.9333462  0.06665374],
0,[0.9980848  0.00191523],
0,[0.9978338  0.00216622],
0,[0.97894317 0.02105686],
0,[9.9969316e-01 3.0688813e-04],
0,[9.9925226e-01 7.4774789e-04],
0,[0.99873143 0.0012686 ],
0,[0.9888171  0.01118296],
0,[0.80481756 0.19518241],
1,[0.01649482 0.9835052 ],
1,[0.01795555 0.98204446],
0,[0.4552191 0.5447809],
1,[0.1135293 0.8864707],
0,[0.95577973 0.04422024],
1,[0.08204961 0.9179504 ],
0,[0.99496776 0.00503228],
0,[0.9565635  0.04343661],
0,[0.99726164 0.00273829],
0,[0.86191547 0.13808446],
0,[0.8680616  0.13193838],
1,[0.10052396 0.89947605],
0,[0.9839347  0.01606534],
0,[0.9820802  0.01791984],
0,[0.9891388  0.01086127],
1,[0.01887964 0.9811204 ],
0,[0.9981316  0.00186845],
0,[0.9777165  0.02228347],
0,[0.9974099  0.00259017],
0,[0.99400264 0.00599735],
0,[0.9200877  0.07991226],
0,[0.9963349  0.00366506],
0,[0.99898547 0.00101454],
0,[0.9947543 0.0052457],
0,[0.9473665  0.05263354],
0,[0.99675757 0.00324247],
0,[0.99009633 0.00990371],
0,[0.9684901  0.03150988],
1,[0.00294525 0.9970547 ],
0,[0.99706274 0.00293722],
0,[0.9798527  0.02014728],
0,[0.9194149  0.08058516],
0,[0.78725064 0.21274936],
1,[0.00571896 0.99428105],
0,[0.99739814 0.00260187],
0,[0.98962456 0.01037547],
1,[0.00770822 0.99229187],
0,[0.9910397  0.00896032],
0,[0.9969875  0.00301246],
0,[0.99453765 0.00546238],
0,[0.99100155 0.00899851],
0,[0.9973441  0.00265593],
0,[0.45014495 0.54985505],
0,[9.9969256e-01 3.0750112e-04],
0,[9.9988163e-01 1.1840122e-04],
0,[9.9984729e-01 1.5272507e-04],
1,[0.07022373 0.92977625],
0,[9.9958938e-01 4.1056858e-04],
1,[0.02116098 0.978839  ],
0,[0.96806616 0.03193378],
0,[9.991265e-01 8.735245e-04],
0,[0.97223556 0.02776444],
0,[0.9737718  0.02622813],
0,[0.9900573  0.00994273],
0,[0.80633783 0.19366224],
0,[0.05452549 0.9454745 ],
0,[0.9988952  0.00110476],
0,[0.99706393 0.00293608],
0,[0.9973008 0.0026992],
0,[0.13287151 0.8671285 ],
0,[0.992444 0.007556],
0,[9.9982244e-01 1.7754931e-04],
0,[0.9716001  0.02839992],
0,[0.99675107 0.00324893],
1,[0.15971312 0.8402869 ],
0,[0.998672   0.00132801],
0,[0.9873685  0.01263147],
0,[0.99668175 0.00331827],
0,[0.92206794 0.07793207],
0,[0.99808466 0.00191531],
0,[0.8812832  0.11871674],
0,[0.99546176 0.0045382 ],
0,[0.98686373 0.01313626],
0,[0.99343807 0.00656194],
0,[9.996979e-01 3.020695e-04],
0,[0.9962903  0.00370965],
0,[9.9938273e-01 6.1724358e-04],
0,[0.9980379  0.00196217],
1,[0.18705519 0.8129448 ],
1,[0.14010783 0.8598922 ],
0,[0.9795858  0.02041415],
0,[0.99884063 0.00115943],
0,[0.9957425  0.00425751],
0,[0.9988617 0.0011384],
0,[0.9904088  0.00959117],
0,[0.9984841  0.00151599],
0,[0.99563134 0.00436867],
0,[0.9728521 0.0271479],
0,[0.9938916  0.00610844],
0,[9.9902868e-01 9.7136747e-04],
0,[9.9986100e-01 1.3902494e-04],
1,[0.04976053 0.95023954],
1,[0.03971908 0.96028095],
0,[0.9958074  0.00419254],
1,[0.05542954 0.9445704 ],
0,[0.99609095 0.00390901],
0,[9.994654e-01 5.346052e-04],
1,[0.02642884 0.9735711 ],
0,[9.9937135e-01 6.2865997e-04],
0,[0.8749848 0.1250152],
0,[0.45006314 0.54993683],
0,[0.9932353  0.00676471],
0,[0.99859756 0.00140248],
0,[0.9980702  0.00192985],
0,[0.83993053 0.16006942],
0,[0.9932326  0.00676748],
1,[0.01977194 0.980228  ],
0,[0.9883646  0.01163543],
0,[0.989235   0.01076498],
1,[0.04894722 0.9510528 ],
0,[0.98715615 0.01284389],
0,[0.9874844  0.01251554],
0,[0.9984053  0.00159476],
0,[0.94711584 0.05288417],
0,[0.9886502  0.01134978],
1,[0.08981799 0.910182  ],
0,[9.994568e-01 5.431773e-04],
0,[0.9844238  0.01557615],
0,[0.99067163 0.00932841],
1,[0.03831792 0.96168214],
0,[0.97441715 0.02558283],
0,[0.9565242  0.04347582],
0,[0.98858184 0.01141817],
0,[0.9956898  0.00431018],
0,[0.9967841  0.00321595],
0,[9.9966836e-01 3.3167267e-04],
0,[0.98855525 0.01144478],
0,[0.93956065 0.06043929],
0,[0.9966281  0.00337184],
0,[0.89653707 0.10346293],
0,[0.9860772  0.01392281],
0,[0.9984522  0.00154785],
0,[9.99896288e-01 1.03734055e-04],
0,[0.99098957 0.00901037],
0,[0.9779488  0.02205127],
0,[0.99477    0.00522995],
0,[0.9822885  0.01771149],
0,[0.9796697  0.02033034],
0,[0.9803844  0.01961561],
0,[0.9378609  0.06213904],
0,[0.961368   0.03863193],
0,[9.990095e-01 9.904635e-04],
0,[0.98905027 0.01094979],
0,[0.9883712  0.01162873],
0,[9.9956256e-01 4.3739192e-04],
0,[0.9561208 0.0438792],
0,[0.99767715 0.00232287],
0,[0.99801886 0.00198116],
0,[0.99316496 0.00683506],
0,[0.9033123  0.09668767],
0,[0.9954792  0.00452075],
0,[0.9926912  0.00730881],
0,[0.983192   0.01680795],
0,[0.9957294  0.00427064],
0,[0.9988115  0.00118849],
0,[0.99733835 0.00266158],
0,[0.94541866 0.05458131],
0,[9.9905556e-01 9.4441383e-04],
0,[0.99337995 0.00662003],
0,[0.9967601  0.00323999],
1,[0.01726957 0.9827305 ],
0,[0.99325037 0.00674964],
0,[9.9918920e-01 8.1081217e-04],
0,[0.9506134  0.04938661],
0,[0.99887794 0.00112204],
0,[0.9977295  0.00227053],
0,[0.99686784 0.0031322 ],
0,[9.9908984e-01 9.1020094e-04],
0,[0.9986395  0.00136043],
1,[0.12910298 0.870897  ],
1,[0.25974867 0.7402513 ],
0,[0.99126 0.00874],
0,[0.9952302  0.00476982],
0,[0.99650335 0.00349661],
1,[0.00698543 0.9930146 ],
0,[0.95215    0.04785006],
0,[0.99598014 0.0040198 ],
0,[0.6443397  0.35566032],
0,[0.99428046 0.00571958],
0,[0.9983542 0.0016458],
0,[0.93188286 0.06811722],
0,[0.92818457 0.07181545],
1,[0.00523834 0.99476165],
0,[0.8770501  0.12294992],
0,[0.97804147 0.02195855],
0,[9.9976856e-01 2.3147951e-04],
0,[0.9956708  0.00432919],
0,[0.94762975 0.05237023],
0,[0.9971704  0.00282961],
0,[0.9952042  0.00479583],
0,[0.9930484  0.00695154],
0,[0.995297   0.00470294],
0,[0.99401796 0.00598203],
0,[0.9845158  0.01548427],
0,[0.984815   0.01518498],
0,[0.99727875 0.00272122],
0,[0.9961365  0.00386343],
0,[0.98314893 0.01685112],
0,[0.99855167 0.00144835],
0,[0.98816806 0.01183193],
0,[0.9903554  0.00964458],
0,[0.99431473 0.00568521],
0,[0.77952796 0.22047201],
0,[0.9987066  0.00129338],
0,[0.9555838  0.04441619],
0,[9.996439e-01 3.560903e-04],
0,[0.9724936  0.02750643],
0,[0.9834885 0.0165115],
0,[0.9968727  0.00312731],
0,[9.9985683e-01 1.4311445e-04],
1,[0.00161223 0.9983878 ],
0,[0.93499064 0.06500934],
0,[0.96046895 0.03953109],
0,[0.99811906 0.00188096],
0,[0.98567605 0.01432399],
0,[0.98477465 0.01522538],
0,[0.9989794  0.00102054],
0,[0.9936898  0.00631019],
0,[0.99636745 0.00363248],
0,[0.99392337 0.00607664],
0,[0.98892504 0.01107494],
0,[0.9983198  0.00168018],
0,[0.9974022  0.00259789],
0,[0.9830373  0.01696277],
0,[0.9965107  0.00348937],
0,[9.9970788e-01 2.9205283e-04],
0,[0.99739873 0.00260127],
1,[0.01908761 0.9809124 ],
0,[9.9996471e-01 3.5302717e-05],
0,[0.9909849  0.00901503],
0,[9.9931085e-01 6.8913714e-04],
0,[0.9674654  0.03253458],
0,[0.99316436 0.00683557],
0,[0.97154254 0.02845749],
0,[0.9947365 0.0052635],
0,[0.9985788  0.00142121],
0,[9.9978811e-01 2.1193748e-04],
0,[0.99788326 0.00211677],
0,[0.9956839  0.00431613],
0,[0.9722029  0.02779707],
0,[0.93752027 0.06247976],
0,[0.9975673  0.00243267],
0,[9.9984062e-01 1.5933247e-04],
0,[0.706777   0.29322305],
0,[0.99834204 0.001658  ],
0,[9.9954283e-01 4.5723072e-04],
0,[0.98454696 0.01545308],
1,[0.0037717  0.99622834],
0,[0.9963948  0.00360522],
0,[0.38155448 0.6184456 ],
0,[0.9920609  0.00793907],
0,[0.9961273 0.0038727],
1,[0.02735832 0.97264165],
0,[9.9963343e-01 3.6654063e-04],
0,[0.88695544 0.11304457],
0,[0.945676   0.05432392],
0,[0.99834406 0.00165597],
0,[9.9921083e-01 7.8917458e-04],
0,[0.93167865 0.06832141],
0,[0.9925305  0.00746945],
1,[0.0498067  0.95019335],
1,[0.0079344 0.9920656],
0,[9.9956018e-01 4.3982657e-04],
0,[9.9903959e-01 9.6043985e-04],
0,[0.99426067 0.00573934],
0,[0.9815481  0.01845191],
0,[0.99421716 0.0057828 ],
1,[0.01917958 0.9808204 ],
0,[9.9925476e-01 7.4523280e-04],
0,[9.9956268e-01 4.3729003e-04],
0,[0.99648726 0.00351275],
0,[0.9321548  0.06784519],
0,[0.99225265 0.00774732],
0,[0.99746525 0.00253476],
0,[0.93799484 0.06200518],
0,[0.9974202  0.00257979],
0,[0.99900013 0.00099985],
0,[0.99899083 0.00100914],
0,[0.9944397  0.00556033],
0,[0.99884725 0.00115278],
0,[0.97397214 0.02602782],
0,[0.99313277 0.00686728],
0,[0.9968464  0.00315357],
0,[9.9948812e-01 5.1186065e-04],
0,[0.9599619  0.04003807],
0,[9.9963558e-01 3.6439826e-04],
0,[0.9974962  0.00250375],
0,[0.9826726 0.0173274],
