class,predictions,softmax_output,sigmoid_output,set
0,[ 1.4391906 -2.3520205],[0.97792983 0.02207017],[0.8083293  0.08690531],train
0,[ 1.0241389 -1.6966126],[0.9382401  0.06175991],[0.73577803 0.1549082 ],train
0,[ 2.431791  -2.9894702],[0.9955979 0.0044021],[0.9192196  0.04790385],train
0,[ 2.717233  -3.0811884],[0.99697685 0.00302317],[0.93803585 0.04388992],train
0,[ 2.1102765 -2.5940917],[0.9910256  0.00897437],[0.891898   0.06951964],train
0,[ 1.5654048 -1.7865216],[0.9661679  0.03383214],[0.8271275  0.14349973],train
0,[ 2.1954994 -2.4252787],[0.9902508  0.00974915],[0.89984465 0.08126527],train
0,[ 1.5505918 -2.5503685],[0.9837129  0.01628711],[0.82499915 0.07240173],train
0,[ 2.326108  -2.1787608],[0.9890659  0.01093417],[0.9110163  0.10167406],train
0,[ 2.2271748 -2.7875106],[0.9934041  0.00659592],[0.9026634  0.05800282],train
0,[ 2.126839  -2.3964224],[0.989263   0.01073704],[0.89348453 0.08344592],train
0,[-0.43083864  0.51970524],[0.27877545 0.72122455],[0.39392608 0.62707883],train
0,[ 2.9919827 -3.5321286],[0.99853456 0.00146547],[0.9522106  0.02841177],train
0,[ 0.40272993 -1.6852479 ],[0.8897292  0.11027081],[0.5993434  0.15640181],train
0,[ 2.007263  -2.3606057],[0.98748046 0.01251951],[0.8815575  0.08622646],train
0,[ 2.9323294 -2.4268548],[0.99531734 0.00468271],[0.9494216  0.08114767],train
0,[ 1.0155537 -1.7517024],[0.9408806  0.05911945],[0.73410565 0.1478326 ],train
0,[ 2.9094374 -3.0297382],[0.99737275 0.00262728],[0.948311   0.04610033],train
0,[ 1.8121659 -2.5574906],[0.9875026  0.01249742],[0.85962343 0.07192487],train
0,[ 2.0129452 -2.5693102],[0.9898718  0.01012816],[0.8821496  0.07113988],train
0,[ 1.8710929 -2.7776268],[0.99051696 0.00948306],[0.86658466 0.05854522],train
0,[ 5.2141266 -5.467711 ],[9.9997699e-01 2.2957633e-05],[0.9945903  0.00420314],train
0,[-1.5882515  0.9884692],[0.07065175 0.9293483 ],[0.16963005 0.72878546],train
0,[ 1.0100921 -1.5959738],[0.93125093 0.06874904],[0.7330382  0.16854508],train
0,[ 1.2497097 -1.204815 ],[0.9208917  0.07910829],[0.77724963 0.23061977],train
0,[ 2.5662818 -2.8041515],[0.9953694  0.00463057],[0.9286598  0.05710024],train
0,[ 3.151769  -3.4453819],[0.9986376  0.00136239],[0.9589784  0.03090688],train
0,[ 3.5161917 -3.1164334],[0.99868506 0.00131497],[0.97114503 0.04243446],train
0,[ 3.4853473 -3.1263344],[0.9986572  0.00134276],[0.97026795 0.04203396],train
0,[ 2.5988235 -3.1048687],[0.9966774  0.00332256],[0.93078583 0.04290688],train
0,[ 3.3164933 -3.4390428],[0.99883693 0.00116306],[0.9649903  0.03109731],train
0,[ 2.6987526 -3.4773946],[0.9979259  0.00207411],[0.936953   0.02996231],train
0,[ 0.832171  -1.7089914],[0.9269775  0.07302244],[0.69681376 0.15329458],train
0,[ 2.7961643 -3.1974401],[0.9975115  0.00248845],[0.9424682  0.03926217],train
0,[ 3.269118 -3.240434],[0.99851304 0.00148693],[0.9633541  0.03767216],train
0,[ 3.6587698 -4.2842927],[9.996450e-01 3.549911e-04],[0.9748829  0.01359597],train
0,[ 2.0425818 -1.8391987],[0.9798022  0.02019773],[0.8851959  0.13714609],train
0,[ 4.1483417 -4.632961 ],[9.9984646e-01 1.5355434e-04],[0.9844549  0.00963224],train
0,[ 2.913521 -3.28464 ],[0.997971   0.00202904],[0.9485108 0.0361019],train
0,[ 3.5549092 -3.2755547],[0.9989208  0.00107919],[0.97221035 0.0364194 ],train
0,[ 3.2896123 -2.7517316],[0.9976273  0.00237272],[0.96407074 0.05998893],train
0,[ 1.4549068 -1.6362859],[0.956528   0.04347201],[0.8107524  0.16297106],train
0,[ 2.8549707 -2.8249319],[0.9965977  0.00340228],[0.9455751  0.05599168],train
0,[ 3.4250271 -3.9176767],[9.993531e-01 6.468792e-04],[0.9684776  0.01949945],train
1,[-1.8203126  1.0868142],[0.05180238 0.94819766],[0.13939637 0.74778134],train
0,[ 3.2713482 -3.4882314],[0.9988417  0.00115837],[0.9634327  0.02964894],train
0,[ 2.8109736 -2.908062 ],[0.9967278  0.00327213],[0.9432659  0.05175646],train
0,[ 1.6474192 -1.8234676],[0.969848   0.03015204],[0.838542   0.13901831],train
0,[ 2.7419398 -2.9420953],[0.99661165 0.00338829],[0.93945646 0.05011145],train
0,[ 3.5203464 -3.9928644],[9.9945444e-01 5.4552790e-04],[0.9712612  0.01811268],train
0,[ 2.3705833 -2.4905167],[0.99231756 0.00768248],[0.91455644 0.07652568],train
0,[ 1.1008266 -1.2830582],[0.91559017 0.08440984],[0.75041497 0.21703011],train
0,[ 0.51384246 -1.5558318 ],[0.88792056 0.11207945],[0.62570685 0.17424557],train
0,[ 3.4750063 -4.0173755],[9.994430e-01 5.570034e-04],[0.9699682  0.01768187],train
0,[ 3.3290446 -3.5294983],[0.9989506  0.00104934],[0.9654119  0.02848447],train
0,[ 3.2506573 -3.6309416],[0.99897456 0.00102545],[0.96269673 0.02580755],train
0,[ 2.0085638 -2.3314912],[0.98713195 0.01286807],[0.8816933  0.08854824],train
0,[ 1.4661618 -2.4701982],[0.98085463 0.01914544],[0.8124733  0.07797398],train
0,[ 1.943591  -2.6437542],[0.9899227  0.01007726],[0.87474614 0.066375  ],train
0,[ 1.5056399 -2.0663888],[0.9726691  0.02733083],[0.8184142  0.11240682],train
0,[ 2.8193634 -2.815829 ],[0.99644274 0.00355729],[0.9437133  0.05647477],train
0,[ 1.6338323 -1.788435 ],[0.96839327 0.03160676],[0.83669394 0.14326471],train
0,[ 1.851138  -2.5020466],[0.98729765 0.01270235],[0.8642606  0.07571483],train
0,[ 3.5159926 -3.9296048],[9.9941635e-01 5.8366609e-04],[0.97113943 0.0192727 ],train
1,[-2.5821643  1.5766248],[0.01538604 0.984614  ],[0.07029516 0.828726  ],train
0,[ 2.4658334 -2.767833 ],[0.9946944  0.00530563],[0.9217116  0.05908737],train
0,[ 2.5823002 -2.7210436],[0.99504966 0.0049503 ],[0.9297137  0.06174299],train
0,[ 2.13782   -2.5772913],[0.99112076 0.00887932],[0.8945251  0.07061429],train
0,[ 2.0214279 -2.0343127],[0.9829723  0.01702769],[0.88302857 0.11564711],train
0,[ 2.6738317 -3.354829 ],[0.99759704 0.00240293],[0.93546474 0.03373738],train
1,[-1.8856359  1.661193 ],[0.02800878 0.97199124],[0.13174286 0.8403981 ],train
0,[ 2.4504385 -3.086684 ],[0.9960776  0.00392239],[0.9205935  0.04365988],train
0,[ 3.591267 -3.567238],[9.992224e-01 7.776116e-04],[0.973176   0.02745847],train
0,[ 2.7743447 -3.4976718],[0.9981152  0.00188486],[0.9412736  0.02937855],train
0,[ 2.6761541 -3.4107296],[0.99773264 0.00226733],[0.93560475 0.03196181],train
0,[ 3.0860853 -3.5917375],[0.9987431  0.00125693],[0.95631516 0.02681175],train
0,[ 2.911441  -3.6427288],[0.99857783 0.00142214],[0.9484092  0.02551286],train
1,[-2.6413672  2.7861493],[0.00437477 0.9956252 ],[0.06652308 0.9419228 ],train
0,[ 2.6872246 -2.5178065],[0.9945411  0.00545891],[0.93626857 0.07461926],train
0,[ 1.6543018 -2.376693 ],[0.9825531  0.01744686],[0.8394716  0.08496733],train
0,[ 3.2467973 -3.9229445],[9.9923110e-01 7.6892984e-04],[0.96255785 0.01939899],train
1,[-1.8192774  1.6448311],[0.03035089 0.96964914],[0.13952062 0.8381913 ],train
1,[-1.2984048  1.0002897],[0.09123112 0.90876883],[0.21443363 0.7311155 ],train
0,[ 3.4985816 -4.3596816],[9.9961358e-01 3.8639532e-04],[0.97064734 0.01262113],train
0,[ 2.7830923 -4.135423 ],[9.9901164e-01 9.8831998e-04],[0.9417553  0.01574405],train
0,[ 3.7528946 -4.451096 ],[9.9972647e-01 2.7348482e-04],[0.9770875  0.01153125],train
0,[-0.32707494 -0.53739995],[0.55238825 0.4476117 ],[0.4189525  0.36879262],train
0,[-0.4038775  -0.47439292],[0.5176216  0.48237842],[0.40038106 0.38357702],train
0,[ 2.0327315 -1.7593553],[0.9779488  0.02205127],[0.88419104 0.1468711 ],train
0,[ 1.2764193 -1.8156253],[0.9565635  0.04343661],[0.78183967 0.13995963],train
0,[ 2.9405339 -3.5361197],[0.9984634  0.00153659],[0.9498142 0.0283018],train
0,[ 2.3773224 -2.88952  ],[0.9948666  0.00513339],[0.9150816  0.05267407],train
0,[ 2.9768217 -3.266487 ],[0.9980603  0.00193965],[0.9515159  0.03673895],train
0,[ 1.2103983 -1.3235406],[0.9264871  0.07351293],[0.7703694  0.21022984],train
0,[ 0.83263993 -1.4215369 ],[0.90501016 0.09498978],[0.6969128  0.19442075],train
0,[ 0.23520623 -0.6820297 ],[0.71447855 0.2855214 ],[0.55853194 0.33580846],train
0,[ 3.039028  -3.3837707],[0.9983785  0.00162147],[0.9543065  0.03280654],train
0,[ 0.8585299 -1.3154076],[0.8978846  0.10211544],[0.7023534  0.21158336],train
0,[ 1.4694533 -3.034888 ],[0.98906016 0.01093987],[0.81297433 0.0458744 ],train
0,[ 1.9122505 -2.2610676],[0.98483247 0.01516748],[0.8712718  0.09439906],train
1,[-1.4451938  0.7941372],[0.09627374 0.9037263 ],[0.19074234 0.688719  ],train
0,[ 2.3776944 -4.2221475],[0.9986413  0.00135873],[0.91511047 0.0144551 ],train
0,[ 3.6012852 -3.552101 ],[9.9921834e-01 7.8159949e-04],[0.97343624 0.02786561],train
0,[ 3.1502423 -3.0879004],[0.99805033 0.00194967],[0.9589182  0.04360912],train
0,[ 2.4436183 -2.8824558],[0.9951604  0.00483959],[0.92009354 0.05302768],train
0,[ 2.3864868 -3.039553 ],[0.99561876 0.00438121],[0.915791   0.04567065],train
1,[-1.4172232  0.6853979],[0.10884233 0.8911577 ],[0.19509727 0.6649424 ],train
0,[ 1.359188  -2.3683047],[0.97651184 0.0234881 ],[0.79562765 0.08562177],train
0,[ 0.9359914 -1.4630245],[0.9167522  0.08324777],[0.7182892  0.18800516],train
0,[ 2.7180426 -2.2354124],[0.9929905 0.0070095],[0.93808293 0.09661522],train
0,[ 3.2095559 -3.5496922],[0.9988412  0.00115876],[0.9611923  0.02793093],train
0,[ 2.915705  -3.5215857],[0.9984018  0.00159818],[0.94861734 0.02870425],train
1,[-2.4237537  2.4330916],[0.00771499 0.992285  ],[0.0813792 0.9193161],train
0,[ 3.0394084 -3.614074 ],[0.9987122  0.00128786],[0.954323   0.02623504],train
0,[ 0.65500385 -1.5373347 ],[0.8995594  0.10044061],[0.6581372  0.17692308],train
0,[ 1.2767448 -1.423138 ],[0.9370197  0.06298026],[0.7818952  0.19417012],train
0,[ 2.0688145 -2.3654578],[0.9882754 0.0117246],[0.8878349  0.08584493],train
0,[ 1.6820492 -1.9847065],[0.9750777  0.02492226],[0.84317565 0.12081803],train
0,[ 3.2181585 -3.244301 ],[0.9984415  0.00155852],[0.9615119  0.03753221],train
1,[-1.2198683   0.70690376],[0.12710829 0.8728917 ],[0.22795963 0.66971666],train
0,[ 0.2712785  -0.55637175],[0.6958578  0.30414215],[0.5674067  0.36438736],train
0,[ 3.260863  -2.8840704],[0.99786025 0.00213973],[0.9630616  0.05294666],train
0,[ 2.4704657 -2.145396 ],[0.99020326 0.00979673],[0.92204523 0.10476223],train
0,[ 2.980559  -3.8964155],[0.9989698 0.0010302],[0.9516881  0.01991013],train
0,[ 1.1932412 -1.5777143],[0.941086   0.05891401],[0.76732033 0.17111944],train
0,[ 3.7814505 -3.703942 ],[9.9943906e-01 5.6090805e-04],[0.9777182  0.02403438],train
0,[ 1.5053633 -2.0321028],[0.9717352 0.0282648],[0.8183731  0.11587331],train
0,[ 1.0860511 -0.7412609],[0.86144125 0.1385588 ],[0.7476374  0.32272848],train
0,[ 2.5762362 -2.717471 ],[0.995002 0.004998],[0.92931646 0.06195028],train
0,[ 0.8475994 -0.8920302],[0.85063994 0.14936   ],[0.7000633  0.29069105],train
1,[-2.8325877  1.8720511],[0.00897196 0.991028  ],[0.05558839 0.8666954 ],train
0,[ 1.8207935 -2.20315  ],[0.9824318  0.01756815],[0.8606613  0.09946798],train
0,[ 2.0772634 -2.0613797],[0.98430574 0.01569423],[0.8886736  0.11290757],train
0,[-2.3062708  2.0631015],[0.01250093 0.98749906],[0.09060494 0.88726485],train
0,[ 2.351137  -2.6080759],[0.9930305  0.00696954],[0.9130245  0.06862048],train
0,[ 3.7674556 -3.936413 ],[9.9954909e-01 4.5087523e-04],[0.97741127 0.01914444],train
0,[ 1.5317458 -1.3408874],[0.94647694 0.0535231 ],[0.82226163 0.20736414],train
1,[-1.0926036   0.43244615],[0.17871913 0.8212809 ],[0.25112835 0.60645765],train
0,[ 3.1344297 -3.3390777],[0.9984586  0.00154142],[0.95829076 0.03425466],train
0,[ 1.5304599 -1.2396493],[0.941039   0.05896096],[0.8220736  0.22449702],train
0,[ 1.9357436 -2.2649662],[0.9852363 0.0147637],[0.8738838  0.09406631],train
0,[ 3.2691467 -3.5313854],[0.9988881  0.00111194],[0.96335506 0.02843229],train
0,[ 2.0937574 -2.9609916],[0.9936614  0.00633853],[0.8902949  0.04921958],train
0,[ 2.0289574 -2.094555 ],[0.9840703 0.0159297],[0.883804   0.10962719],train
0,[ 3.0723357 -3.6590407],[0.9988085  0.00119147],[0.9557371  0.02511044],train
0,[ 1.3169962 -2.1694849],[0.9703006  0.02969934],[0.7886815  0.10252442],train
0,[ 1.2116926 -1.6014081],[0.9433797  0.05662033],[0.7705983 0.1677849],train
0,[ 1.3094486 -2.234705 ],[0.9719183 0.0280817],[0.78742087 0.09667698],train
0,[ 3.2438438 -3.4663455],[0.99878305 0.00121695],[0.9624513  0.03028512],train
0,[ 1.6238393 -1.9541799],[0.972828   0.02717203],[0.8353239  0.12409829],train
0,[ 2.0901165 -1.9019673],[0.9818734  0.01812656],[0.88993883 0.12988597],train
0,[ 2.9706092 -3.4282677],[0.9983393  0.00166066],[0.95122856 0.03142361],train
0,[ 0.47444522 -0.50214016],[0.7264302  0.27356985],[0.6164354  0.37703785],train
0,[0.05780445 0.02315228],[0.50866216 0.4913378 ],[0.5144471 0.5057878],train
0,[ 3.0881846 -3.5253162],[0.9986596  0.00134033],[0.9564027  0.02860042],train
0,[ 3.1083572 -3.301697 ],[0.9983577  0.00164223],[0.9572362  0.03551302],train
0,[ 1.0002209 -1.2271761],[0.9026829  0.09731707],[0.731102   0.22667606],train
0,[ 0.20265399 -0.45511863],[0.6587599  0.34124014],[0.5504908  0.38814443],train
0,[ 1.5544976 -2.7415462],[0.9865607  0.01343927],[0.8255624  0.06056587],train
0,[ 3.2113988 -3.8794577],[9.9916804e-01 8.3199103e-04],[0.9612609  0.02024375],train
0,[ 3.6333897 -3.5381613],[9.992324e-01 7.675410e-04],[0.97425395 0.02824571],train
0,[ 2.8077662 -2.6299045],[0.99566925 0.00433077],[0.943094   0.06723844],train
0,[ 2.2116952 -2.5749547],[0.9917286  0.00827137],[0.9012948  0.07076779],train
1,[-4.0540805  3.2012236],[7.0591865e-04 9.9929404e-01],[0.01705549 0.9608803 ],train
0,[ 0.06399421 -0.36722746],[0.60616535 0.39383462],[0.5159931  0.40921113],train
0,[ 0.7329942 -2.1255314],[0.9457577  0.05424228],[0.67546195 0.10663995],train
0,[ 2.4322054 -3.0272667],[0.9957623  0.00423777],[0.91925037 0.04620914],train
0,[ 2.5486038 -2.8058884],[0.99529535 0.00470463],[0.9274796  0.05700681],train
0,[ 1.6161923 -2.4024162],[0.98233956 0.01766046],[0.83426934 0.08298863],train
0,[ 3.6292567 -3.8730776],[9.9944848e-01 5.5149035e-04],[0.97415006 0.02037068],train
0,[ 1.427374  -1.8103142],[0.9622282  0.03777183],[0.80649185 0.14060016],train
0,[ 1.3228668 -2.161813 ],[0.9702487 0.0297513],[0.7896583  0.10323248],train
0,[ 1.4138018 -2.0755038],[0.9703819  0.02961805],[0.80436486 0.11150062],train
0,[ 3.4544225 -2.763488 ],[0.9980106  0.00198944],[0.96936274 0.0593294 ],train
0,[ 3.2065234 -2.7511785],[0.9974208  0.00257918],[0.961079   0.06002013],train
0,[ 3.4899485 -4.3113704],[9.9959093e-01 4.0902745e-04],[0.9704004  0.01323757],train
0,[ 2.531951  -2.6228158],[0.99426126 0.0057387 ],[0.92635155 0.06768439],train
0,[ 1.602264  -1.6865091],[0.9640416  0.03595835],[0.83233464 0.15623547],train
0,[ 2.5158973 -3.2038782],[0.9967303  0.00326972],[0.9252488  0.03902004],train
1,[-3.0045974  3.0104957],[0.00243567 0.9975643 ],[0.04721861 0.953046  ],train
0,[ 1.823217 -2.06217 ],[0.97987354 0.02012648],[0.8609517  0.11282843],train
0,[ 2.0125449 -1.6955509],[0.97606283 0.02393714],[0.8821079  0.15504724],train
0,[ 2.8775995 -3.5917413],[0.9984522  0.00154785],[0.94672793 0.02681165],train
0,[ 2.5211947 -3.0161793],[0.99607855 0.00392141],[0.92561436 0.04670027],train
0,[ 2.1360872 -2.6335387],[0.9915878  0.00841219],[0.8943615  0.06701087],train
0,[ 2.4126656 -2.328732 ],[0.99134904 0.00865095],[0.91778797 0.08877118],train
0,[ 2.5596259 -2.7647135],[0.995152   0.00484795],[0.92821753 0.05926105],train
0,[ 2.019871 -1.999416],[0.9823513 0.0176487],[0.8828677  0.11926426],train
0,[ 4.0403666 -4.0407214],[9.9969077e-01 3.0923862e-04],[0.9827131 0.0172809],train
0,[ 2.8584235 -3.3598368],[0.99801123 0.00198875],[0.9457525  0.03357452],train
0,[ 2.0446165 -3.024676 ],[0.9937524  0.00624759],[0.8854025  0.04632346],train
0,[ 2.516494  -2.3915799],[0.9926675  0.00733254],[0.92529    0.08381703],train
0,[ 2.7965858 -2.59409  ],[0.99546176 0.0045382 ],[0.9424911  0.06951974],train
1,[-2.9071252  2.289076 ],[0.00550706 0.994493  ],[0.05180246 0.9079683 ],train
0,[ 3.157944  -3.0637777],[0.99801815 0.00198189],[0.95922065 0.04462637],train
0,[ 1.471451  -1.7716837],[0.96242565 0.03757437],[0.81327784 0.14533307],train
0,[ 0.97138435 -1.152228  ],[0.89317703 0.10682291],[0.7253953  0.24008235],train
0,[ 2.762555  -3.6976616],[0.99843794 0.00156201],[0.9406185  0.02418214],train
0,[ 2.3234293 -2.158912 ],[0.98881954 0.01118049],[0.91079897 0.10350137],train
0,[ 1.429021  -2.1634986],[0.97320867 0.02679134],[0.80674875 0.10307654],train
0,[ 0.35910904 -0.9367361 ],[0.7851349  0.21486509],[0.58882475 0.2815601 ],train
0,[-0.09572212 -0.7459505 ],[0.65706193 0.34293807],[0.4760877 0.3217043],train
0,[ 3.3744533 -3.3575876],[0.99880934 0.00119068],[0.9668966  0.03364757],train
0,[ 2.7251434 -2.016897 ],[0.9913545  0.00864543],[0.938494   0.11744024],train
0,[ 3.7087476 -3.8052309],[9.9945492e-01 5.4510956e-04],[0.97607803 0.0217696 ],train
1,[-2.6627562   0.92808264],[0.0268352  0.97316486],[0.06520713 0.7166862 ],train
0,[ 1.9957217 -2.3671656],[0.9874187  0.01258124],[0.88034713 0.08571099],train
0,[ 2.8962052 -2.2848997],[0.9944096  0.00559036],[0.94765854 0.09238131],train
1,[-2.9607894  2.4126098],[0.00461692 0.9953831 ],[0.04922904 0.9177838 ],train
0,[ 2.9267066 -2.5719323],[0.99592435 0.00407566],[0.949151  0.0709668],train
0,[ 3.424558  -3.2182102],[0.99869823 0.00130172],[0.96846324 0.03848616],train
0,[ 2.5361416 -2.2401001],[0.99164283 0.00835718],[0.92663693 0.09620684],train
0,[ 1.8259772 -1.9360211],[0.97729045 0.02270955],[0.86128175 0.12608564],train
1,[-2.3251297  1.7910768],[0.01604462 0.9839553 ],[0.089063   0.85705924],train
1,[-2.3829532  1.2789195],[0.0250412  0.97495884],[0.08448187 0.7822657 ],train
0,[ 3.1663556 -3.2815897],[0.9984187  0.00158127],[0.95954835 0.0362082 ],train
0,[ 2.8871489 -3.7649043],[0.9987103 0.0012897],[0.9472075  0.02264515],train
0,[ 2.7859862 -3.2541368],[0.99762434 0.00237561],[0.9419138  0.03717852],train
0,[ 1.4862814 -1.5364679],[0.9535914  0.04640865],[0.8155195  0.17704934],train
0,[ 1.5465485 -2.0588984],[0.97354364 0.02645634],[0.8244147  0.11315633],train
0,[ 3.8849716 -4.334076 ],[9.9973065e-01 2.6939900e-04],[0.97986525 0.01294424],train
0,[ 1.5833657 -2.1946628],[0.97764355 0.02235649],[0.8296806 0.1002308],train
0,[ 1.6458436 -1.3292162],[0.9514346  0.04856538],[0.83832854 0.20928904],train
0,[ 1.9786111 -2.1265128],[0.9837795  0.01622053],[0.87853307 0.1065465 ],train
0,[ 2.647947 -2.840797],[0.995884   0.00411602],[0.9338844 0.055159 ],train
0,[ 3.469517  -4.0689397],[9.994680e-01 5.319351e-04],[0.96980786 0.01680816],train
0,[ 0.79555804 -1.4914494 ],[0.90779525 0.09220473],[0.6890235  0.18370429],train
0,[ 1.9435676 -2.5458434],[0.9888974 0.0111026],[0.8747436  0.07270623],train
0,[ 2.7989948 -3.1545634],[0.9974101  0.00258986],[0.94262147 0.04091184],train
0,[ 1.8870164 -2.0325558],[0.9805368  0.01946324],[0.86841494 0.11582692],train
0,[ 2.0331266 -2.4432511],[0.9887533  0.01124662],[0.8842315  0.07993349],train
0,[ 1.742672  -2.5438232],[0.9864335  0.01356646],[0.8510261  0.07284255],train
0,[ 0.8285381 -1.6594753],[0.9232973  0.07670276],[0.6960457  0.15983243],train
0,[ 2.2245822 -2.8959005],[0.99406236 0.00593767],[0.90243536 0.05235659],train
0,[ 3.710499  -4.3724036],[9.9969137e-01 3.0867808e-04],[0.9761189  0.01246357],train
0,[ 3.7867084 -3.3854344],[9.992329e-01 7.670869e-04],[0.9778324  0.03275379],train
0,[ 3.369    -3.913681],[9.993131e-01 6.868682e-04],[0.96672153 0.019576  ],train
0,[-0.35582656  0.66023654],[0.26579493 0.734205  ],[0.4119702 0.6593135],train
1,[-1.4428114  0.9520773],[0.0835633  0.91643673],[0.19111036 0.72153276],train
0,[ 3.0885026 -3.5801353],[0.99873143 0.00126852],[0.956416   0.02711614],train
0,[ 3.4469829 -4.15482  ],[9.9950063e-01 4.9930054e-04],[0.96914107 0.01544628],train
0,[ 1.7416712 -1.7305464],[0.9698869  0.03011315],[0.8508992  0.15051772],train
0,[ 2.588379 -2.445814],[0.9935307  0.00646933],[0.93010986 0.07974521],train
0,[ 2.3807132 -2.6217363],[0.9933234  0.00667659],[0.9153447  0.06775254],train
0,[ 2.4825065 -2.7291925],[0.99457717 0.00542283],[0.9229064  0.06127259],train
0,[ 3.0850685 -3.9112036],[9.9908555e-01 9.1445073e-04],[0.9562726 0.0196236],train
0,[ 3.1491277 -2.9051733],[0.9976578  0.00234224],[0.9588744  0.05189842],train
0,[ 1.2880425 -1.6247813],[0.94847673 0.05152327],[0.7838157  0.16454653],train
0,[ 4.1432433 -3.8051114],[9.9964690e-01 3.5311814e-04],[0.98437667 0.02177214],train
0,[ 1.9644424 -3.4550412],[0.9955901 0.0044099],[0.87701285 0.03061888],train
0,[ 2.367538  -2.4797542],[0.9922116  0.00778847],[0.9143182  0.07728973],train
0,[ 1.2213595 -1.3565673],[0.9294274 0.0705726],[0.7723027  0.20479877],train
0,[ 4.647122  -4.1572165],[9.9984992e-01 1.5005801e-04],[0.9905019  0.01540988],train
0,[-2.0297039   0.63616127],[0.06501787 0.9349821 ],[0.11611932 0.6538852 ],train
0,[ 2.850436 -2.830348],[0.9966007  0.00339929],[0.94534117 0.05570609],train
0,[ 3.4189746 -3.460675 ],[0.99897254 0.00102745],[0.96829236 0.0304521 ],train
0,[ 2.2978745 -1.763502 ],[0.98306644 0.01693361],[0.9087008  0.14635229],train
0,[ 1.7213732 -1.3547956],[0.95589894 0.04410104],[0.84830564 0.20508747],train
1,[-2.5084276  1.8611261],[0.01249869 0.98750126],[0.07526948 0.86542815],train
0,[ 0.60704535 -1.7761871 ],[0.91553974 0.08446027],[0.64726657 0.1447746 ],train
1,[-0.7023656  0.2394258],[0.28053865 0.7194614 ],[0.33128795 0.55957216],train
