class,sigmoid_output,set
0,[0.969335   0.03932734],train
0,[0.7086249  0.36984682],train
1,[0.242539   0.74016595],train
0,[0.91876125 0.07241047],train
0,[0.9214991  0.08889561],train
1,[0.05205183 0.8903072 ],train
0,[0.781815   0.21897683],train
0,[0.7994052  0.09116768],train
0,[0.8270114  0.15729423],train
0,[0.92161757 0.08167367],train
0,[0.9411958  0.02565819],train
0,[0.9065188  0.08312958],train
0,[0.8129109  0.10293986],train
0,[0.93945646 0.05011145],train
0,[0.9246029 0.0462145],train
0,[0.961079   0.06002013],train
0,[0.9711656  0.02269992],train
0,[0.92096734 0.02309354],train
0,[0.97871894 0.01150154],train
0,[0.59540296 0.13065764],train
0,[0.77323633 0.16874146],train
0,[0.9459432  0.03413156],train
0,[0.9582969 0.0286653],train
0,[0.9772559  0.04061572],train
0,[0.98386174 0.00375477],train
1,[0.16285309 0.7345622 ],train
0,[0.9716474  0.01447903],train
0,[0.7654689 0.0935984],train
0,[0.7476292 0.292561 ],train
0,[0.8901105  0.12154238],train
0,[0.53694785 0.19430578],train
0,[0.84222746 0.10658334],train
0,[0.93707395 0.05145496],train
0,[0.9578991 0.0281255],train
0,[0.8815575  0.08622646],train
0,[0.96929115 0.02688488],train
0,[0.9550719  0.04918804],train
0,[0.9549606 0.0356565],train
0,[0.78100806 0.21617092],train
0,[0.93899333 0.04768781],train
0,[0.975686  0.0219996],train
0,[0.7962689  0.12719245],train
0,[0.924136   0.05959702],train
0,[0.80083156 0.20283076],train
0,[0.9657767  0.02667748],train
0,[0.9868507  0.00916398],train
0,[0.97108716 0.03007734],train
0,[0.8941403  0.16264108],train
0,[0.8510261  0.07284255],train
0,[0.23112617 0.62906426],train
0,[0.7906443  0.10847176],train
0,[0.94347185 0.07570781],train
0,[0.9659565  0.02607337],train
0,[0.959409   0.02096026],train
1,[0.02755099 0.8708391 ],train
0,[0.6208061  0.18862638],train
1,[0.08847045 0.8703285 ],train
0,[0.59318435 0.33875552],train
1,[0.07892641 0.94150025],train
1,[0.07595571 0.8481939 ],train
0,[0.9800402  0.01472062],train
0,[0.88107467 0.15467672],train
0,[0.94853735 0.03332515],train
0,[0.8820159  0.07221158],train
1,[0.16038713 0.7772061 ],train
0,[0.93579745 0.08038736],train
0,[0.7308977  0.23396836],train
0,[0.95968944 0.01749948],train
0,[0.8767626  0.07730238],train
0,[0.94718546 0.01816483],train
0,[0.9608895  0.02328902],train
0,[0.961265   0.02152662],train
0,[0.7471124  0.08720348],train
0,[0.9579022  0.03298798],train
0,[0.9389183  0.03614641],train
0,[0.9114465  0.08044824],train
0,[0.8989441 0.1383232],train
0,[0.9698126  0.04031637],train
0,[0.92723715 0.05477151],train
0,[0.81336254 0.07536183],train
0,[0.77729267 0.13471095],train
1,[0.0775718  0.91543853],train
0,[0.7595226  0.12246375],train
0,[0.9771623  0.01321084],train
0,[0.97518957 0.01290361],train
0,[0.9827759  0.01706094],train
0,[0.90083367 0.13147438],train
0,[0.97108984 0.02032429],train
0,[0.8585355  0.05199044],train
0,[0.87638074 0.0710068 ],train
0,[0.9753817  0.02385275],train
0,[0.8865739  0.09490638],train
0,[0.8802915  0.10514163],train
0,[0.90212697 0.11950181],train
0,[0.91791564 0.05308817],train
0,[0.81393445 0.10058204],train
0,[0.97751266 0.01371909],train
0,[0.84241015 0.08250204],train
0,[0.896535   0.02859556],train
0,[0.97431594 0.02376771],train
0,[0.9423685  0.03326095],train
0,[0.76021254 0.19224548],train
0,[0.9620838 0.031488 ],train
0,[0.9352273  0.04980496],train
0,[0.92151296 0.09021446],train
0,[0.8988001  0.03862479],train
0,[0.79520106 0.23537408],train
1,[0.02758994 0.95735854],train
0,[0.9660236  0.04093393],train
0,[0.9576824  0.03724672],train
0,[0.9598112 0.0423607],train
0,[0.91485435 0.03289754],train
0,[0.657502   0.16384885],train
0,[0.95672446 0.0497163 ],train
0,[0.95482713 0.02099111],train
0,[0.9301872  0.05043303],train
0,[0.898824  0.1143049],train
0,[0.8619993  0.10673425],train
0,[0.9447144  0.03187677],train
0,[0.9885422  0.01330356],train
1,[0.23898792 0.6896178 ],train
0,[0.9683802  0.01624449],train
0,[0.943008   0.02011797],train
0,[0.9129641  0.08706955],train
0,[0.7598064  0.24320175],train
0,[0.87528855 0.08146672],train
0,[0.90186036 0.10100184],train
1,[0.13173504 0.85214645],train
0,[0.88569176 0.08421664],train
0,[0.9194721 0.0350446],train
0,[0.90097445 0.11807076],train
0,[0.8847942  0.12598664],train
0,[0.9663521  0.01743824],train
0,[0.9783044  0.02871782],train
0,[0.91499215 0.05740812],train
1,[0.24767764 0.60253173],train
1,[0.2129939 0.7852086],train
0,[0.94072294 0.04394976],train
0,[0.9603382  0.03384162],train
0,[0.93801695 0.09182354],train
0,[0.97757006 0.02062678],train
0,[0.9431747  0.05064667],train
0,[0.883804   0.10962719],train
0,[0.08663028 0.835879  ],train
0,[0.9646194  0.01563165],train
0,[0.9544532  0.02640441],train
0,[0.8325005  0.07585347],train
0,[0.9336927  0.03956757],train
0,[0.9016181  0.06263434],train
0,[0.9631746  0.02472244],train
0,[0.894516   0.07529908],train
0,[0.87584585 0.07815998],train
0,[0.88401794 0.08801446],train
0,[0.8355764  0.05165109],train
1,[0.15103662 0.8284235 ],train
0,[0.9730996  0.01875035],train
0,[0.9647857  0.02250619],train
0,[0.90401304 0.04236528],train
0,[0.9065879  0.08790505],train
0,[0.69616854 0.12106867],train
0,[0.97048193 0.01774924],train
0,[0.96323353 0.04124087],train
0,[0.95360994 0.03413727],train
1,[0.18277447 0.6641933 ],train
0,[0.76056635 0.3345249 ],train
0,[0.9045172  0.10089763],train
0,[0.9536829  0.01367921],train
0,[0.9604542  0.02884602],train
0,[0.9712052  0.02567865],train
0,[0.9676136  0.04866964],train
0,[0.9171463 0.0914464],train
0,[0.834445   0.11403852],train
0,[0.9676521  0.02352873],train
0,[0.6750359  0.13233452],train
0,[0.781156   0.19308344],train
0,[0.45160735 0.35810772],train
0,[0.930847   0.06188732],train
0,[0.8281608  0.15109965],train
0,[0.5993434  0.15640181],train
0,[0.90131265 0.08061233],train
1,[0.0466119 0.9388353],train
0,[0.9427315  0.03401325],train
0,[0.9372089  0.08602995],train
1,[0.07834887 0.8398561 ],train
0,[0.94682175 0.05449734],train
0,[0.9340601  0.01706835],train
0,[0.9686234  0.02200623],train
0,[0.8963463 0.0574664],train
0,[0.89373183 0.10152186],train
0,[0.96673566 0.02113003],train
0,[0.9647513  0.02724688],train
0,[0.6131     0.36192432],train
0,[0.9639778  0.05980683],train
0,[0.93459177 0.0294541 ],train
0,[0.8338564 0.0925741],train
0,[0.9568554  0.02016193],train
0,[0.82031274 0.13472596],train
1,[0.2191245 0.691918 ],train
0,[0.9690563  0.03849078],train
0,[0.8654259  0.07638258],train
0,[0.9805337  0.01798277],train
0,[0.81988055 0.1421624 ],train
0,[0.8341451  0.08722775],train
0,[0.9278469  0.03710714],train
0,[0.89778477 0.06633048],train
0,[0.91567564 0.07057887],train
0,[0.9561959  0.04300646],train
0,[0.9594548 0.050023 ],train
0,[0.904206   0.12944956],train
0,[0.95065176 0.04295157],train
0,[0.95070064 0.02792356],train
0,[0.91204274 0.0571375 ],train
0,[0.8943615  0.06701087],train
0,[0.9414531  0.07295653],train
0,[0.7171313  0.10347639],train
0,[0.9528378  0.01770164],train
0,[0.9375233 0.0634144],train
0,[0.5787582  0.20474446],train
0,[0.7112036  0.37628186],train
0,[0.9722111 0.0247309],train
0,[0.93644166 0.06515054],train
1,[0.26701152 0.5893331 ],train
0,[0.95331687 0.05672324],train
1,[0.009387  0.9836678],train
0,[0.9330115  0.06996876],train
0,[0.82753456 0.1315861 ],train
0,[0.93522245 0.07809539],train
0,[0.8246925  0.11225013],train
0,[0.6664376 0.2273973],train
0,[0.95586693 0.02255278],train
0,[0.8405995  0.09711149],train
0,[0.95532084 0.06121232],train
1,[0.06592639 0.844852  ],train
0,[0.9259278  0.04408047],train
0,[0.81926346 0.11786114],train
0,[0.39647183 0.5369709 ],train
0,[0.91258526 0.09799198],train
0,[0.9035731  0.03960406],train
0,[0.9400262  0.02739301],train
0,[0.9603384 0.0352577],train
0,[0.9541542  0.05939706],train
0,[0.9096752 0.0601801],train
0,[0.97380936 0.01709349],train
0,[0.76736367 0.1314393 ],train
0,[0.93394446 0.09379931],train
0,[0.7678304 0.290314 ],train
0,[0.9519124  0.05462781],train
1,[0.08693908 0.81893706],train
0,[0.9639061  0.07313304],train
0,[0.97899365 0.01614565],train
0,[0.9123386  0.04205373],train
1,[0.01491098 0.9720687 ],train
0,[0.9252428  0.04640352],train
0,[0.80603504 0.14559965],train
0,[0.96075827 0.02637682],train
1,[0.0270484  0.89072657],train
0,[0.87095904 0.0617181 ],train
0,[0.7687561  0.07381652],train
0,[0.98194075 0.02012144],train
0,[0.918518   0.05085266],train
0,[0.848077   0.13111031],train
0,[0.9315582 0.0444987],train
0,[0.9591235 0.0679348],train
0,[0.7165687 0.161685 ],train
0,[0.71834314 0.265397  ],train
0,[0.9633618  0.03955865],train
0,[0.97649753 0.01362778],train
0,[0.93654937 0.03953819],train
0,[0.9463359  0.01586709],train
0,[0.88891095 0.0706585 ],train
0,[0.92666304 0.04041703],train
0,[0.96472514 0.02225037],train
0,[0.6477995 0.2729589],train
1,[0.07915185 0.7780076 ],train
0,[0.9680044  0.04803561],train
0,[0.8273807 0.1688112],train
0,[0.39368594 0.4608993 ],train
0,[0.9209589  0.05452774],train
0,[0.22092693 0.6755539 ],train
0,[0.63612604 0.2199944 ],train
0,[0.9132774  0.05416719],train
0,[0.9588849  0.02978644],train
0,[0.9724229  0.01323213],train
0,[0.90400016 0.05875629],train
0,[0.3041561  0.44702804],train
0,[0.25179273 0.49112654],train
0,[0.9473977  0.03598499],train
0,[0.9558814  0.05938234],train
0,[0.90382063 0.09151238],train
0,[0.90631354 0.07827577],train
0,[0.90475464 0.09726091],train
0,[0.95005536 0.03089493],train
0,[0.9447831  0.06780078],train
0,[0.96701    0.03330955],train
0,[0.9500885  0.04541752],train
0,[0.9878715  0.00837929],train
1,[0.09191531 0.6858413 ],train
0,[0.89651316 0.10327023],train
0,[0.8234876  0.22933389],train
0,[0.9328167  0.02764615],train
0,[0.93975335 0.04639197],train
0,[0.97456    0.01347918],train
0,[0.46508196 0.25480324],train
0,[0.86460555 0.04730611],train
0,[0.98053336 0.02572528],train
0,[0.96113044 0.03405878],train
0,[0.9778079  0.03420677],train
0,[0.86524945 0.06748514],train
0,[0.95545834 0.02764804],train
0,[0.86482453 0.09988622],train
0,[0.9808641  0.00673043],train
1,[0.10251873 0.76655006],train
0,[0.84573877 0.10998353],train
0,[0.96314436 0.01310046],train
1,[0.16343275 0.715772  ],train
0,[0.92057866 0.07216848],train
0,[0.6807418 0.3035265],train
1,[0.0587691  0.92389023],train
0,[0.6900524  0.30093443],train
0,[0.85581154 0.07566132],train
0,[0.9790268  0.02137817],train
0,[0.9478153  0.06353354],train
0,[0.7904844  0.09710779],train
0,[0.9615355  0.04159852],train
0,[0.9317238  0.05692136],train
0,[0.850745   0.11991557],train
0,[0.85240203 0.13122065],train
0,[0.93857217 0.05348679],train
0,[0.89200073 0.0800643 ],train
0,[0.85249585 0.08930889],train
0,[0.6499749  0.27523237],train
0,[0.948614   0.04218955],train
0,[0.92338556 0.05610069],train
1,[0.13187185 0.80276877],train
0,[0.98142356 0.01198281],train
0,[0.94398993 0.08224647],train
0,[0.9645536  0.04115632],train
0,[0.83641046 0.1106099 ],train
0,[0.9523894 0.0295128],train
0,[0.9629542  0.03582447],train
1,[0.197194   0.86806816],train
1,[0.09117906 0.91441786],train
0,[0.91030586 0.10189622],train
0,[0.9796555 0.0134708],train
0,[0.82730854 0.04510695],train
0,[0.9784616 0.0126165],train
0,[0.8830754  0.11669531],train
0,[0.88135916 0.05928136],train
0,[0.95274997 0.04254254],train
0,[0.8547186  0.06057739],train
0,[0.97788024 0.02221041],train
0,[0.9392629  0.03117159],train
0,[0.90630984 0.0687957 ],train
0,[0.9087008  0.14635229],train
0,[0.8910132 0.1059259],train
0,[0.39218235 0.42258215],train
0,[0.96776754 0.0235928 ],train
1,[0.05391442 0.90042984],train
0,[0.95855314 0.03026506],train
0,[0.9755613  0.01837205],train
0,[0.9787779  0.01170842],train
0,[0.8218371  0.11635129],train
0,[0.98241407 0.00913702],train
0,[0.49085855 0.21425128],train
0,[0.5357856  0.41895318],train
0,[0.8629877  0.08425073],train
0,[0.9597886  0.03125186],train
0,[0.9265219  0.02569406],train
0,[0.83213466 0.06092419],train
0,[0.9754591  0.02468175],train
0,[0.9342929  0.03237587],train
0,[0.9626525  0.02091393],train
0,[0.97332674 0.02207843],train
0,[0.8457687  0.07155775],train
0,[0.97150505 0.02616893],train
0,[0.7444237  0.10364028],train
1,[0.1776698 0.7223023],train
1,[0.06384964 0.7664519 ],train
0,[0.7448504  0.18068984],train
0,[0.91284835 0.09688657],train
0,[0.9128115  0.05175034],train
0,[0.9529394  0.03303048],train
0,[0.9231231  0.06730207],train
0,[0.9335016  0.02908735],train
0,[0.95277107 0.04791012],train
0,[0.958389  0.0365673],train
0,[0.98069614 0.01631361],train
0,[0.8796817  0.05308845],train
0,[0.97439384 0.02583602],train
0,[0.9049554 0.0712453],train
0,[0.9575318  0.02529616],train
1,[0.16544162 0.83868855],train
0,[0.88335186 0.09087211],train
0,[0.94734263 0.0321289 ],train
0,[0.89367604 0.04989611],train
0,[0.82375485 0.10398339],train
0,[0.98578227 0.01184632],train
0,[0.8114385  0.10401437],train
0,[0.8315559 0.1599878],train
0,[0.93502617 0.0695342 ],train
0,[0.8685967  0.11009036],train
0,[0.938158   0.04610372],train
0,[0.9709221 0.0191348],train
0,[0.97702706 0.03004399],train
0,[0.9430687  0.06898057],train
0,[0.36801392 0.29712474],train
0,[0.8300857  0.14666747],train
0,[0.9353326  0.10038973],train
1,[0.10924344 0.8691057 ],train
0,[0.9377868  0.03373139],train
0,[0.9304616 0.0475372],train
0,[0.8635839  0.06901954],train
0,[0.77731675 0.06189321],train
0,[0.9771425  0.02745651],train
0,[0.9277484  0.04648709],train
0,[0.8683692  0.12154666],train
0,[0.9219888  0.14623015],train
0,[0.91094536 0.06432839],train
0,[0.918662   0.03760485],train
0,[0.9098847  0.12291881],train
1,[0.13446423 0.64963186],train
0,[0.9278528  0.03740565],train
0,[0.70049447 0.32422674],train
0,[0.9139324  0.01973859],train
0,[0.9178514  0.10716153],train
0,[0.86013496 0.15699577],train
0,[0.9324771  0.06130488],train
0,[0.9228165  0.03805781],train
0,[0.31675687 0.61956674],train
0,[0.9412794  0.05096496],train
0,[0.7470184  0.10322858],train
0,[0.5317238  0.41562617],train
0,[0.9481088  0.04266057],train
0,[0.4684254  0.35477653],train
0,[0.88691604 0.02941012],train
0,[0.8114749  0.13050212],train
0,[0.9244747  0.11491637],train
0,[0.97831    0.03288952],train
0,[0.80460167 0.22283667],train
0,[0.9298014  0.06133982],train
0,[0.93404055 0.01969829],train
0,[0.9193818  0.01564555],train
1,[0.07455323 0.83167696],train
0,[0.71734035 0.18245843],train
0,[0.9258423  0.04585456],train
0,[0.8333182  0.10198724],train
0,[0.94308066 0.05392658],train
0,[0.96481943 0.01862059],train
1,[0.15433148 0.87560385],train
0,[0.93130183 0.07725865],train
0,[0.96507937 0.03289987],train
0,[0.9247854  0.04233887],train
0,[0.7958599  0.10351791],train
0,[0.8650251  0.09883407],train
0,[0.95342165 0.03501487],train
0,[0.6743262  0.15546626],train
0,[0.9226675  0.05430046],train
0,[0.9767587  0.01071674],train
1,[0.06935725 0.8799431 ],train
0,[0.9567597  0.03584577],train
1,[0.19766878 0.6348467 ],train
0,[0.9491434  0.02558673],train
0,[0.8171891  0.13617034],train
1,[0.15593277 0.76285416],train
0,[0.8425622  0.09503727],train
0,[0.93140334 0.03420372],train
0,[0.96746004 0.01320132],train
0,[0.9510323  0.02015192],train
0,[0.94040614 0.03623792],train
0,[0.919153   0.05543579],train
0,[0.9552551 0.0646743],train
0,[0.91271853 0.04968299],train
0,[0.8898321  0.02565619],train
0,[0.940832   0.05363327],train
0,[0.9089914  0.03328065],train
0,[0.973328   0.01361101],train
0,[0.9333214  0.04193203],train
1,[0.04721861 0.953046  ],train
0,[0.9644382  0.02826276],train
0,[0.9735432  0.01555066],train
0,[0.79273087 0.11086488],train
0,[0.7742061  0.13629815],train
0,[0.9733889  0.01271005],train
0,[0.9495449  0.06288911],train
0,[0.7496557  0.12220442],train
0,[0.7467541 0.2222628],train
0,[0.85328597 0.12021348],train
0,[0.8258857  0.08593669],train
0,[0.92934126 0.05400913],train
0,[0.9293983  0.02205306],train
1,[0.06464241 0.9275546 ],train
0,[0.95429325 0.03922712],train
0,[0.894191   0.16789825],train
0,[0.94459873 0.04661567],train
0,[0.8509625  0.09090308],train
0,[0.8385953  0.09663844],train
0,[0.98494565 0.00904142],train
0,[0.9474465  0.04512743],train
1,[0.01655747 0.926051  ],train
0,[0.9645688  0.01865591],train
0,[0.943094   0.06723844],train
0,[0.9529335 0.0304824],train
0,[0.90383905 0.08867219],train
0,[0.748647   0.19620228],train
0,[0.69698274 0.18738508],train
0,[0.5787052  0.30762324],train
0,[0.9506019  0.02378972],train
0,[0.9637313  0.03293904],train
0,[0.93536806 0.04920198],train
1,[0.09415387 0.8608669 ],train
0,[0.9446085  0.04750674],train
1,[0.05719966 0.91832274],train
0,[0.96127903 0.02530762],train
0,[0.9049308  0.04567236],train
0,[0.9044805  0.05239957],train
1,[0.03385934 0.8747887 ],train
0,[0.9587933  0.04011817],train
0,[0.9051874  0.07342981],train
0,[0.9743284  0.02014035],train
0,[0.97290707 0.03430076],train
0,[0.84299284 0.16668026],train
1,[0.19591473 0.8028152 ],train
0,[0.7999796 0.160065 ],train
0,[0.9172251  0.15866697],train
0,[0.88528246 0.05669342],train
0,[0.9678859  0.02523349],train
0,[0.70131725 0.1459198 ],train
0,[0.9626873  0.02264854],train
0,[0.9233252  0.02704438],train
0,[0.9391237  0.06633717],train
0,[0.97491974 0.0237237 ],train
0,[0.73614997 0.23948014],train
0,[0.9668766  0.01034391],train
0,[0.73679876 0.13427694],train
0,[0.91000015 0.05048144],train
0,[0.83727247 0.01878167],train
0,[0.9372604  0.03646893],train
0,[0.9666579  0.03427859],train
0,[0.87853307 0.1065465 ],train
0,[0.571953  0.2652986],train
0,[0.95388514 0.01606911],train
0,[0.95930785 0.03039631],train
0,[0.9560946  0.05722525],train
0,[0.811124   0.20288213],train
0,[0.47146526 0.4879241 ],train
0,[0.7456325  0.12128055],train
1,[0.16515504 0.82953227],train
0,[0.94542325 0.05227733],train
0,[0.9854392  0.01455325],train
0,[0.9300923  0.05888046],train
0,[0.8207151  0.12281146],train
0,[0.945799   0.02353471],train
0,[0.9782007  0.00746591],train
0,[0.70261824 0.12002853],train
0,[0.95464283 0.03829931],train
0,[0.9802951  0.02210834],train
0,[0.97302806 0.04564148],train
0,[0.9463361  0.03658662],train
0,[0.87800676 0.10014302],train
0,[0.6361975  0.21250008],train
1,[0.06303056 0.88363975],train
1,[0.05395091 0.8377549 ],train
1,[0.08184736 0.84259474],train
0,[0.94682956 0.02954124],train
0,[0.9021968  0.03356615],train
0,[0.755586   0.15809391],train
0,[0.9067549 0.0926566],train
0,[0.843883   0.11665647],train
0,[0.9451388  0.02877542],train
0,[0.85624844 0.08347625],train
0,[0.8437773  0.18507183],train
0,[0.93078583 0.04290688],train
0,[0.9045389  0.07817286],train
0,[0.9315483  0.04778249],train
1,[0.07308869 0.8177541 ],train
0,[0.8501888  0.09777602],train
0,[0.7476374  0.32272848],train
0,[0.917371   0.09643932],train
0,[0.8933494  0.04155646],train
0,[0.89005893 0.04885297],train
0,[0.7518236  0.10444307],train
0,[0.96094614 0.03380733],train
0,[0.96860874 0.04420557],train
0,[0.7316706  0.21889377],train
0,[0.7184531  0.27975908],train
1,[0.03750383 0.9223939 ],train
0,[0.8670457  0.10744645],train
0,[0.7184936  0.30625865],train
0,[0.930989   0.04312716],train
0,[0.95247215 0.0194488 ],train
0,[0.9179047  0.05223498],train
0,[0.8969833  0.07239976],train
0,[0.6750634 0.2763142],train
0,[0.6626972 0.3687328],train
0,[0.5586777  0.19436166],train
0,[0.8509778  0.09258659],train
